# ---------------------------------- WARNING ----------------------------------------,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,
# may not have received Director's approval. Any such data values are qualified,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,
# for any damages resulting from its use.,,,,
#,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,
#,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,
#,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,
# retrieved: 2021-01-25 22:37:36 EST       (caww02),,,,
#,,,,
# Data for the following 1 site(s) are contained in this file,,,,
#    USGS 10338000 TRUCKEE R NR TRUCKEE CA,,,,
# -----------------------------------------------------------------------------------,,,,
#,,,,
# Data provided for site 10338000,,,,
#            TS   parameter     statistic     Description,,,,
"#          7600       00060     00003     Discharge, cubic feet per second (Mean)",,,,
#,,,,
# Data-value qualification codes included in this output:,,,,
#        ,,,,
#     A  Approved for publication -- Processing and review completed.,,,,
#     P  Provisional data subject to revision.,,,,
#     e  Value has been estimated.,,,,
# ,,,,
agency_cd,site_no,datetime,discharge_cfs,note
USGS,10338000,12/13/13,117,A
USGS,10338000,12/14/13,112,A
USGS,10338000,12/15/13,112,A
USGS,10338000,12/16/13,112,A
USGS,10338000,12/17/13,111,A
USGS,10338000,12/18/13,110,A
USGS,10338000,12/19/13,107,A
USGS,10338000,12/20/13,106,A
USGS,10338000,12/21/13,102,A
USGS,10338000,12/22/13,98.6,A
USGS,10338000,12/23/13,97.1,A
USGS,10338000,12/24/13,97.1,A
USGS,10338000,12/25/13,94.9,A
USGS,10338000,12/26/13,93.7,A
USGS,10338000,12/27/13,93.1,A
USGS,10338000,12/28/13,91.7,A
USGS,10338000,12/29/13,90.2,A
USGS,10338000,12/30/13,86.8,A
USGS,10338000,12/31/13,84.9,A
USGS,10338000,1/1/14,84.1,A
USGS,10338000,1/2/14,83.9,A
USGS,10338000,1/3/14,82.5,A
USGS,10338000,1/4/14,81.2,A
USGS,10338000,1/5/14,78.3,A
USGS,10338000,1/6/14,76,A
USGS,10338000,1/7/14,72.7,A
USGS,10338000,1/8/14,70.6,A
USGS,10338000,1/9/14,68.9,A
USGS,10338000,1/10/14,68.1,A
USGS,10338000,1/11/14,70,A
USGS,10338000,1/12/14,68.7,A
USGS,10338000,1/13/14,68.1,A
USGS,10338000,1/14/14,65.8,A
USGS,10338000,1/15/14,63.5,A
USGS,10338000,1/16/14,62,A
USGS,10338000,1/17/14,61.1,A
USGS,10338000,1/18/14,60.6,A
USGS,10338000,1/19/14,59.8,A
USGS,10338000,1/20/14,58.6,A
USGS,10338000,1/21/14,57.5,A
USGS,10338000,1/22/14,56.2,A
USGS,10338000,1/23/14,61.9,A
USGS,10338000,1/24/14,56,A
USGS,10338000,1/25/14,50,A
USGS,10338000,1/26/14,48.6,A
USGS,10338000,1/27/14,48.4,A
USGS,10338000,1/28/14,47.5,A
USGS,10338000,1/29/14,85.1,A
USGS,10338000,1/30/14,150,A
USGS,10338000,1/31/14,103,A
USGS,10338000,2/1/14,91.8,A
USGS,10338000,2/2/14,88.5,A
USGS,10338000,2/3/14,87.3,A
USGS,10338000,2/4/14,83.8,A
USGS,10338000,2/5/14,80.1,A
USGS,10338000,2/6/14,79.2,A
USGS,10338000,2/7/14,79.7,A
USGS,10338000,2/8/14,173,A
USGS,10338000,2/9/14,613,A
USGS,10338000,2/10/14,329,A
USGS,10338000,2/11/14,171,A
USGS,10338000,2/12/14,135,A
USGS,10338000,2/13/14,132,A
USGS,10338000,2/14/14,156,A
USGS,10338000,2/15/14,133,A
USGS,10338000,2/16/14,125,A
USGS,10338000,2/17/14,112,A
USGS,10338000,2/18/14,107,A
USGS,10338000,2/19/14,101,A
USGS,10338000,2/20/14,103,A
USGS,10338000,2/21/14,119,A
USGS,10338000,2/22/14,130,A
USGS,10338000,2/23/14,130,A
USGS,10338000,2/24/14,129,A
USGS,10338000,2/25/14,130,A
USGS,10338000,2/26/14,131,A
USGS,10338000,2/27/14,152,A
USGS,10338000,2/28/14,144,A
USGS,10338000,3/1/14,143,A
USGS,10338000,3/2/14,147,A
USGS,10338000,3/3/14,164,A
USGS,10338000,3/4/14,176,A
USGS,10338000,3/5/14,177,A
USGS,10338000,3/6/14,281,A
USGS,10338000,3/7/14,175,A
USGS,10338000,3/8/14,149,A
USGS,10338000,3/9/14,139,A
USGS,10338000,3/10/14,141,A
USGS,10338000,3/11/14,129,A
USGS,10338000,3/12/14,119,A
USGS,10338000,3/13/14,113,A
USGS,10338000,3/14/14,112,A
USGS,10338000,3/15/14,110,A
USGS,10338000,3/16/14,112,A
USGS,10338000,3/17/14,115,A
USGS,10338000,3/18/14,111,A
USGS,10338000,3/19/14,106,A
USGS,10338000,3/20/14,112,A
USGS,10338000,3/21/14,128,A
USGS,10338000,3/22/14,127,A
USGS,10338000,3/23/14,127,A
USGS,10338000,3/24/14,128,A
USGS,10338000,3/25/14,130,A
USGS,10338000,3/26/14,131,A
USGS,10338000,3/27/14,127,A
USGS,10338000,3/28/14,122,A
USGS,10338000,3/29/14,142,A
USGS,10338000,3/30/14,141,A
USGS,10338000,3/31/14,135,A
USGS,10338000,4/1/14,130,A
USGS,10338000,4/2/14,126,A
USGS,10338000,4/3/14,126,A
USGS,10338000,4/4/14,127,A
USGS,10338000,4/5/14,126,A
USGS,10338000,4/6/14,133,A
USGS,10338000,4/7/14,147,A
USGS,10338000,4/8/14,164,A
USGS,10338000,4/9/14,178,A
USGS,10338000,4/10/14,187,A
USGS,10338000,4/11/14,192,A
USGS,10338000,4/12/14,202,A
USGS,10338000,4/13/14,192,A
USGS,10338000,4/14/14,180,A
USGS,10338000,4/15/14,189,A
USGS,10338000,4/16/14,199,A
USGS,10338000,4/17/14,215,A
USGS,10338000,4/18/14,258,A
USGS,10338000,4/19/14,224,A
USGS,10338000,4/20/14,209,A
USGS,10338000,4/21/14,198,A
USGS,10338000,4/22/14,192,A
USGS,10338000,4/23/14,172,A
USGS,10338000,4/24/14,164,A
USGS,10338000,4/25/14,178,A
USGS,10338000,4/26/14,164,A
USGS,10338000,4/27/14,157,A
USGS,10338000,4/28/14,154,A
USGS,10338000,4/29/14,157,A
USGS,10338000,4/30/14,161,A
USGS,10338000,5/1/14,169,A
USGS,10338000,5/2/14,185,A
USGS,10338000,5/3/14,196,A
USGS,10338000,5/4/14,201,A
USGS,10338000,5/5/14,207,A
USGS,10338000,5/6/14,223,A
USGS,10338000,5/7/14,227,A
USGS,10338000,5/8/14,244,A
USGS,10338000,5/9/14,291,A
USGS,10338000,5/10/14,269,A
USGS,10338000,5/11/14,238,A
USGS,10338000,5/12/14,233,A
USGS,10338000,5/13/14,239,A
USGS,10338000,5/14/14,249,A
USGS,10338000,5/15/14,268,A
USGS,10338000,5/16/14,268,A
USGS,10338000,5/17/14,251,A
USGS,10338000,5/18/14,241,A
USGS,10338000,5/19/14,230,A
USGS,10338000,5/20/14,227,A
USGS,10338000,5/21/14,217,A
USGS,10338000,5/22/14,228,A
USGS,10338000,5/23/14,266,A
USGS,10338000,5/24/14,275,A
USGS,10338000,5/25/14,287,A
USGS,10338000,5/26/14,281,A
USGS,10338000,5/27/14,254,A
USGS,10338000,5/28/14,243,A
USGS,10338000,5/29/14,243,A
USGS,10338000,5/30/14,268,A
USGS,10338000,5/31/14,276,A
USGS,10338000,6/1/14,273,A
USGS,10338000,6/2/14,271,A
USGS,10338000,6/3/14,269,A
USGS,10338000,6/4/14,273,A
USGS,10338000,6/5/14,280,A
USGS,10338000,6/6/14,280,A
USGS,10338000,6/7/14,279,A
USGS,10338000,6/8/14,279,A
USGS,10338000,6/9/14,279,A
USGS,10338000,6/10/14,282,A
USGS,10338000,6/11/14,292,A
USGS,10338000,6/12/14,306,A
USGS,10338000,6/13/14,307,A
USGS,10338000,6/14/14,312,A
USGS,10338000,6/15/14,316,A
USGS,10338000,6/16/14,310,A
USGS,10338000,6/17/14,318,A
USGS,10338000,6/18/14,311,A
USGS,10338000,6/19/14,304,A
USGS,10338000,6/20/14,303,A
USGS,10338000,6/21/14,292,A
USGS,10338000,6/22/14,287,A
USGS,10338000,6/23/14,282,A
USGS,10338000,6/24/14,279,A
USGS,10338000,6/25/14,274,A
USGS,10338000,6/26/14,259,A
USGS,10338000,6/27/14,262,A
USGS,10338000,6/28/14,253,A
USGS,10338000,6/29/14,254,A
USGS,10338000,6/30/14,249,A
USGS,10338000,7/1/14,250,A
USGS,10338000,7/2/14,243,A
USGS,10338000,7/3/14,243,A
USGS,10338000,7/4/14,238,A
USGS,10338000,7/5/14,236,A
USGS,10338000,7/6/14,230,A
USGS,10338000,7/7/14,231,A
USGS,10338000,7/8/14,230,A
USGS,10338000,7/9/14,228,A
USGS,10338000,7/10/14,223,A
USGS,10338000,7/11/14,221,A
USGS,10338000,7/12/14,215,A
USGS,10338000,7/13/14,215,A
USGS,10338000,7/14/14,210,A
USGS,10338000,7/15/14,208,A
USGS,10338000,7/16/14,206,A
USGS,10338000,7/17/14,215,A
USGS,10338000,7/18/14,216,A
USGS,10338000,7/19/14,209,A
USGS,10338000,7/20/14,210,A
USGS,10338000,7/21/14,221,A
USGS,10338000,7/22/14,211,A
USGS,10338000,7/23/14,200,A
USGS,10338000,7/24/14,195,A
USGS,10338000,7/25/14,189,A
USGS,10338000,7/26/14,184,A
USGS,10338000,7/27/14,179,A
USGS,10338000,7/28/14,175,A
USGS,10338000,7/29/14,173,A
USGS,10338000,7/30/14,171,A
USGS,10338000,7/31/14,169,A
USGS,10338000,8/1/14,165,A
USGS,10338000,8/2/14,161,A
USGS,10338000,8/3/14,156,A
USGS,10338000,8/4/14,159,A
USGS,10338000,8/5/14,159,A
USGS,10338000,8/6/14,158,A
USGS,10338000,8/7/14,151,A
USGS,10338000,8/8/14,151,A
USGS,10338000,8/9/14,146,A
USGS,10338000,8/10/14,143,A
USGS,10338000,8/11/14,146,A
USGS,10338000,8/12/14,147,A
USGS,10338000,8/13/14,139,A
USGS,10338000,8/14/14,132,A
USGS,10338000,8/15/14,127,A
USGS,10338000,8/16/14,124,A
USGS,10338000,8/17/14,122,A
USGS,10338000,8/18/14,117,A
USGS,10338000,8/19/14,114,A
USGS,10338000,8/20/14,110,A
USGS,10338000,8/21/14,105,A
USGS,10338000,8/22/14,96.5,A
USGS,10338000,8/23/14,92.2,A
USGS,10338000,8/24/14,87.2,A
USGS,10338000,8/25/14,85.1,A
USGS,10338000,8/26/14,82.6,A
USGS,10338000,8/27/14,79.1,A
USGS,10338000,8/28/14,77,A
USGS,10338000,8/29/14,75.3,A
USGS,10338000,8/30/14,69.9,A
USGS,10338000,8/31/14,63.3,A
USGS,10338000,9/1/14,59.7,A
USGS,10338000,9/2/14,60.1,A
USGS,10338000,9/3/14,57.2,A
USGS,10338000,9/4/14,53.9,A
USGS,10338000,9/5/14,49.5,A
USGS,10338000,9/6/14,47.3,A
USGS,10338000,9/7/14,44.2,A
USGS,10338000,9/8/14,41.6,A
USGS,10338000,9/9/14,37.1,A
USGS,10338000,9/10/14,34.4,A
USGS,10338000,9/11/14,33.1,A
USGS,10338000,9/12/14,31.7,A
USGS,10338000,9/13/14,29.3,A
USGS,10338000,9/14/14,27.9,A
USGS,10338000,9/15/14,26.3,A
USGS,10338000,9/16/14,24.3,A
USGS,10338000,9/17/14,22.8,A
USGS,10338000,9/18/14,19.6,A
USGS,10338000,9/19/14,17,A
USGS,10338000,9/20/14,16.2,A
USGS,10338000,9/21/14,14.7,A
USGS,10338000,9/22/14,15,A:e
USGS,10338000,9/23/14,14,A:e
USGS,10338000,9/24/14,13,A:e
USGS,10338000,9/25/14,11.6,A
USGS,10338000,9/26/14,12,A
USGS,10338000,9/27/14,20.1,A
USGS,10338000,9/28/14,16.6,A
USGS,10338000,9/29/14,15.7,A
USGS,10338000,9/30/14,14,A
USGS,10338000,10/1/14,12.8,A
USGS,10338000,10/2/14,12,A
USGS,10338000,10/3/14,11.1,A
USGS,10338000,10/4/14,10.4,A
USGS,10338000,10/5/14,10.6,A
USGS,10338000,10/6/14,10.6,A
USGS,10338000,10/7/14,10.6,A
USGS,10338000,10/8/14,9.12,A
USGS,10338000,10/9/14,9.14,A
USGS,10338000,10/10/14,8.73,A
USGS,10338000,10/11/14,8.37,A
USGS,10338000,10/12/14,8.14,A
USGS,10338000,10/13/14,7.34,A
USGS,10338000,10/14/14,6.83,A
USGS,10338000,10/15/14,7.6,A
USGS,10338000,10/16/14,7.93,A
USGS,10338000,10/17/14,7.09,A
USGS,10338000,10/18/14,6.45,A
USGS,10338000,10/19/14,6.27,A
USGS,10338000,10/20/14,6.24,A
USGS,10338000,10/21/14,6.43,A
USGS,10338000,10/22/14,6.19,A
USGS,10338000,10/23/14,6.19,A
USGS,10338000,10/24/14,5.97,A
USGS,10338000,10/25/14,6.99,A
USGS,10338000,10/26/14,7.87,A
USGS,10338000,10/27/14,7.37,A
USGS,10338000,10/28/14,6.56,A
USGS,10338000,10/29/14,6.62,A
USGS,10338000,10/30/14,6.72,A
USGS,10338000,10/31/14,6.77,A
USGS,10338000,11/1/14,6.69,A
USGS,10338000,11/2/14,7.54,A
USGS,10338000,11/3/14,7.17,A
USGS,10338000,11/4/14,6.43,A
USGS,10338000,11/5/14,6.55,A
USGS,10338000,11/6/14,6.56,A
USGS,10338000,11/7/14,6.2,A
USGS,10338000,11/8/14,6.31,A
USGS,10338000,11/9/14,6.52,A
USGS,10338000,11/10/14,6.2,A
USGS,10338000,11/11/14,6.45,A
USGS,10338000,11/12/14,6.62,A
USGS,10338000,11/13/14,7.12,A
USGS,10338000,11/14/14,7.9,A
USGS,10338000,11/15/14,7.1,A
USGS,10338000,11/16/14,6.72,A
USGS,10338000,11/17/14,6.73,A
USGS,10338000,11/18/14,6.59,A
USGS,10338000,11/19/14,5.45,A
USGS,10338000,11/20/14,5.84,A
USGS,10338000,11/21/14,6.57,A
USGS,10338000,11/22/14,33.4,A
USGS,10338000,11/23/14,27,A
USGS,10338000,11/24/14,12.5,A
USGS,10338000,11/25/14,9.61,A
USGS,10338000,11/26/14,8.47,A
USGS,10338000,11/27/14,7.95,A
USGS,10338000,11/28/14,7.62,A
USGS,10338000,11/29/14,13.8,A
USGS,10338000,11/30/14,27.4,A
USGS,10338000,12/1/14,29.7,A
USGS,10338000,12/2/14,28.7,A
USGS,10338000,12/3/14,142,A
USGS,10338000,12/4/14,175,A
USGS,10338000,12/5/14,103,A
USGS,10338000,12/6/14,123,A
USGS,10338000,12/7/14,84.9,A
USGS,10338000,12/8/14,59.3,A
USGS,10338000,12/9/14,47.6,A
USGS,10338000,12/10/14,41.8,A
USGS,10338000,12/11/14,48.1,A
USGS,10338000,12/12/14,76.1,A
USGS,10338000,12/13/14,52.4,A:e
USGS,10338000,12/14/14,41.4,A:e
USGS,10338000,12/15/14,38.7,A
USGS,10338000,12/16/14,36,A
USGS,10338000,12/17/14,32.4,A
USGS,10338000,12/18/14,29.2,A
USGS,10338000,12/19/14,30.1,A
USGS,10338000,12/20/14,33.8,A
USGS,10338000,12/21/14,50.5,A
USGS,10338000,12/22/14,68.8,A
USGS,10338000,12/23/14,56.3,A
USGS,10338000,12/24/14,51,A
USGS,10338000,12/25/14,45.8,A
USGS,10338000,12/26/14,35.7,A
USGS,10338000,12/27/14,33.6,A:e
USGS,10338000,12/28/14,32.5,A:e
USGS,10338000,12/29/14,29.8,A:e
USGS,10338000,12/30/14,23.7,A:e
USGS,10338000,12/31/14,19.8,A
USGS,10338000,1/1/15,21.4,A
USGS,10338000,1/2/15,21.2,A
USGS,10338000,1/3/15,20.5,A
USGS,10338000,1/4/15,20.2,A
USGS,10338000,1/5/15,19.4,A
USGS,10338000,1/6/15,19,A
USGS,10338000,1/7/15,20,A
USGS,10338000,1/8/15,20.8,A
USGS,10338000,1/9/15,20.5,A
USGS,10338000,1/10/15,21,A
USGS,10338000,1/11/15,20.8,A
USGS,10338000,1/12/15,20.7,A
USGS,10338000,1/13/15,20.1,A
USGS,10338000,1/14/15,18.7,A
USGS,10338000,1/15/15,17.8,A
USGS,10338000,1/16/15,17.6,A
USGS,10338000,1/17/15,19.5,A
USGS,10338000,1/18/15,22.8,A
USGS,10338000,1/19/15,26.2,A
USGS,10338000,1/20/15,25.9,A
USGS,10338000,1/21/15,23.3,A
USGS,10338000,1/22/15,22,A:e
USGS,10338000,1/23/15,21,A:e
USGS,10338000,1/24/15,20,A
USGS,10338000,1/25/15,18.8,A
USGS,10338000,1/26/15,19.9,A
USGS,10338000,1/27/15,20.9,A
USGS,10338000,1/28/15,19.4,A
USGS,10338000,1/29/15,19.1,A
USGS,10338000,1/30/15,19.5,A
USGS,10338000,1/31/15,19,A
USGS,10338000,2/1/15,17.4,A
USGS,10338000,2/2/15,17.1,A
USGS,10338000,2/3/15,18.9,A
USGS,10338000,2/4/15,21,A
USGS,10338000,2/5/15,20.8,A
USGS,10338000,2/6/15,27.5,A
USGS,10338000,2/7/15,312,A
USGS,10338000,2/8/15,427,A
USGS,10338000,2/9/15,489,A
USGS,10338000,2/10/15,216,A
USGS,10338000,2/11/15,159,A
USGS,10338000,2/12/15,134,A
USGS,10338000,2/13/15,127,A
USGS,10338000,2/14/15,120,A
USGS,10338000,2/15/15,108,A
USGS,10338000,2/16/15,98.1,A
USGS,10338000,2/17/15,87.9,A
USGS,10338000,2/18/15,82.7,A
USGS,10338000,2/19/15,79.3,A
USGS,10338000,2/20/15,74.9,A
USGS,10338000,2/21/15,70,A
USGS,10338000,2/22/15,66.5,A
USGS,10338000,2/23/15,54,A
USGS,10338000,2/24/15,49,A
USGS,10338000,2/25/15,46,A
USGS,10338000,2/26/15,45.4,A
USGS,10338000,2/27/15,45.9,A
USGS,10338000,2/28/15,47.4,A
USGS,10338000,3/1/15,44.9,A
USGS,10338000,3/2/15,40.9,A
USGS,10338000,3/3/15,38,A
USGS,10338000,3/4/15,36,A
USGS,10338000,3/5/15,36,A
USGS,10338000,3/6/15,38,A
USGS,10338000,3/7/15,37.7,A
USGS,10338000,3/8/15,39,A
USGS,10338000,3/9/15,38.9,A
USGS,10338000,3/10/15,39.3,A
USGS,10338000,3/11/15,46.8,A
USGS,10338000,3/12/15,55.7,A
USGS,10338000,3/13/15,50.3,A
USGS,10338000,3/14/15,52.9,A
USGS,10338000,3/15/15,65.2,A
USGS,10338000,3/16/15,77.3,A
USGS,10338000,3/17/15,77.2,A
USGS,10338000,3/18/15,73.9,A
USGS,10338000,3/19/15,65.8,A
USGS,10338000,3/20/15,62.1,A
USGS,10338000,3/21/15,57.9,A
USGS,10338000,3/22/15,56.9,A
USGS,10338000,3/23/15,65.4,A
USGS,10338000,3/24/15,55.4,A
USGS,10338000,3/25/15,51.8,A
USGS,10338000,3/26/15,52.7,A
USGS,10338000,3/27/15,60.2,A
USGS,10338000,3/28/15,68.3,A
USGS,10338000,3/29/15,66.5,A
USGS,10338000,3/30/15,69.7,A
USGS,10338000,3/31/15,75.5,A
USGS,10338000,4/1/15,63.1,A
USGS,10338000,4/2/15,52.1,A
USGS,10338000,4/3/15,47.3,A
USGS,10338000,4/4/15,45.2,A
USGS,10338000,4/5/15,44.4,A
USGS,10338000,4/6/15,41.5,A
USGS,10338000,4/7/15,40.1,A
USGS,10338000,4/8/15,39.5,A
USGS,10338000,4/9/15,40.2,A
USGS,10338000,4/10/15,40.7,A
USGS,10338000,4/11/15,39.2,A
USGS,10338000,4/12/15,38.6,A
USGS,10338000,4/13/15,39.3,A
USGS,10338000,4/14/15,42.2,A
USGS,10338000,4/15/15,38.3,A
USGS,10338000,4/16/15,38,A
USGS,10338000,4/17/15,38.2,A
USGS,10338000,4/18/15,40.8,A
USGS,10338000,4/19/15,42.8,A
USGS,10338000,4/20/15,49.2,A
USGS,10338000,4/21/15,54.4,A
USGS,10338000,4/22/15,50.3,A
USGS,10338000,4/23/15,52,A
USGS,10338000,4/24/15,85.2,A
USGS,10338000,4/25/15,78.6,A
USGS,10338000,4/26/15,75,A
USGS,10338000,4/27/15,77,A
USGS,10338000,4/28/15,74.7,A
USGS,10338000,4/29/15,82.9,A
USGS,10338000,4/30/15,83.5,A
USGS,10338000,5/1/15,79.9,A
USGS,10338000,5/2/15,81.9,A
USGS,10338000,5/3/15,79.6,A
USGS,10338000,5/4/15,74.1,A
USGS,10338000,5/5/15,70,A
USGS,10338000,5/6/15,63.1,A
USGS,10338000,5/7/15,60,A
USGS,10338000,5/8/15,53,A
USGS,10338000,5/9/15,49.5,A
USGS,10338000,5/10/15,49.6,A
USGS,10338000,5/11/15,51.2,A
USGS,10338000,5/12/15,48.8,A
USGS,10338000,5/13/15,42.5,A
USGS,10338000,5/14/15,43.4,A:e
USGS,10338000,5/15/15,43,A:e
USGS,10338000,5/16/15,43,A:e
USGS,10338000,5/17/15,42,A:e
USGS,10338000,5/18/15,42,A:e
USGS,10338000,5/19/15,42.4,A:e
USGS,10338000,5/20/15,41.3,A
USGS,10338000,5/21/15,47.5,A
USGS,10338000,5/22/15,44.8,A
USGS,10338000,5/23/15,57.4,A
USGS,10338000,5/24/15,59.2,A
USGS,10338000,5/25/15,73.5,A
USGS,10338000,5/26/15,61.7,A
USGS,10338000,5/27/15,57.9,A
USGS,10338000,5/28/15,53,A
USGS,10338000,5/29/15,48.4,A
USGS,10338000,5/30/15,46.8,A
USGS,10338000,5/31/15,44.2,A
USGS,10338000,6/1/15,41.7,A
USGS,10338000,6/2/15,36,A
USGS,10338000,6/3/15,34.3,A
USGS,10338000,6/4/15,36,A
USGS,10338000,6/5/15,33,A
USGS,10338000,6/6/15,31.1,A
USGS,10338000,6/7/15,29.4,A
USGS,10338000,6/8/15,28.5,A
USGS,10338000,6/9/15,27.9,A:e
USGS,10338000,6/10/15,36.1,A
USGS,10338000,6/11/15,34.3,A
USGS,10338000,6/12/15,28.2,A
USGS,10338000,6/13/15,22.6,A:e
USGS,10338000,6/14/15,20.6,A:e
USGS,10338000,6/15/15,19.2,A:e
USGS,10338000,6/16/15,17.6,A:e
USGS,10338000,6/17/15,16.5,A:e
USGS,10338000,6/18/15,15.7,A:e
USGS,10338000,6/19/15,14.8,A:e
USGS,10338000,6/20/15,14.2,A:e
USGS,10338000,6/21/15,13.5,A:e
USGS,10338000,6/22/15,12.8,A:e
USGS,10338000,6/23/15,12.1,A:e
USGS,10338000,6/24/15,11.6,A:e
USGS,10338000,6/25/15,11.1,A:e
USGS,10338000,6/26/15,10.5,A:e
USGS,10338000,6/27/15,9.9,A:e
USGS,10338000,6/28/15,9.41,A:e
USGS,10338000,6/29/15,8.99,A:e
USGS,10338000,6/30/15,8.65,A:e
USGS,10338000,7/1/15,7.88,A:e
USGS,10338000,7/2/15,7.7,A:e
USGS,10338000,7/3/15,7.6,A
USGS,10338000,7/4/15,7.1,A
USGS,10338000,7/5/15,6.66,A
USGS,10338000,7/6/15,5.98,A
USGS,10338000,7/7/15,6.13,A
USGS,10338000,7/8/15,6.33,A
USGS,10338000,7/9/15,10.2,A
USGS,10338000,7/10/15,12.3,A
USGS,10338000,7/11/15,8.29,A
USGS,10338000,7/12/15,7.19,A
USGS,10338000,7/13/15,6.74,A
USGS,10338000,7/14/15,6.46,A
USGS,10338000,7/15/15,6.69,A
USGS,10338000,7/16/15,6.84,A
USGS,10338000,7/17/15,6.54,A
USGS,10338000,7/18/15,6.22,A
USGS,10338000,7/19/15,5.95,A
USGS,10338000,7/20/15,6.02,A
USGS,10338000,7/21/15,15.1,A
USGS,10338000,7/22/15,12.7,A
USGS,10338000,7/23/15,7.35,A
USGS,10338000,7/24/15,6.26,A
USGS,10338000,7/25/15,5.81,A
USGS,10338000,7/26/15,5.62,A
USGS,10338000,7/27/15,5.33,A
USGS,10338000,7/28/15,5.07,A
USGS,10338000,7/29/15,4.85,A
USGS,10338000,7/30/15,4.78,A
USGS,10338000,7/31/15,4.89,A
USGS,10338000,8/1/15,4.81,A
USGS,10338000,8/2/15,4.8,A
USGS,10338000,8/3/15,4.63,A
USGS,10338000,8/4/15,4.3,A
USGS,10338000,8/5/15,4.06,A
USGS,10338000,8/6/15,3.9,A
USGS,10338000,8/7/15,4.81,A
USGS,10338000,8/8/15,5.61,A
USGS,10338000,8/9/15,4.93,A
USGS,10338000,8/10/15,4.56,A
USGS,10338000,8/11/15,4.13,A
USGS,10338000,8/12/15,3.35,A
USGS,10338000,8/13/15,3.06,A
USGS,10338000,8/14/15,2.94,A
USGS,10338000,8/15/15,2.69,A
USGS,10338000,8/16/15,2.6,A
USGS,10338000,8/17/15,2.5,A
USGS,10338000,8/18/15,2.5,A
USGS,10338000,8/19/15,2.6,A
USGS,10338000,8/20/15,2.5,A
USGS,10338000,8/21/15,2.5,A
USGS,10338000,8/22/15,2.7,A
USGS,10338000,8/23/15,3,A
USGS,10338000,8/24/15,3.11,A
USGS,10338000,8/25/15,3.14,A
USGS,10338000,8/26/15,3.19,A
USGS,10338000,8/27/15,3.37,A
USGS,10338000,8/28/15,3.48,A
USGS,10338000,8/29/15,3.77,A
USGS,10338000,8/30/15,3.79,A
USGS,10338000,8/31/15,3.49,A
USGS,10338000,9/1/15,3.52,A
USGS,10338000,9/2/15,3.54,A
USGS,10338000,9/3/15,3.04,A
USGS,10338000,9/4/15,2.2,A
USGS,10338000,9/5/15,2.1,A
USGS,10338000,9/6/15,2.4,A
USGS,10338000,9/7/15,2.4,A
USGS,10338000,9/8/15,2.5,A
USGS,10338000,9/9/15,2.7,A
USGS,10338000,9/10/15,2.76,A
USGS,10338000,9/11/15,2.71,A
USGS,10338000,9/12/15,2.7,A
USGS,10338000,9/13/15,2.97,A
USGS,10338000,9/14/15,3.37,A
USGS,10338000,9/15/15,3.54,A
USGS,10338000,9/16/15,3.26,A
USGS,10338000,9/17/15,3.6,A
USGS,10338000,9/18/15,3.56,A
USGS,10338000,9/19/15,3.68,A
USGS,10338000,9/20/15,3.69,A
USGS,10338000,9/21/15,3.48,A
USGS,10338000,9/22/15,3.53,A
USGS,10338000,9/23/15,3.59,A
USGS,10338000,9/24/15,3.57,A
USGS,10338000,9/25/15,3.63,A
USGS,10338000,9/26/15,3.77,A
USGS,10338000,9/27/15,3.92,A
USGS,10338000,9/28/15,3.88,A
USGS,10338000,9/29/15,3.94,A
USGS,10338000,9/30/15,4.51,A
USGS,10338000,10/1/15,8.56,A
USGS,10338000,10/2/15,8.93,A
USGS,10338000,10/3/15,6.19,A
USGS,10338000,10/4/15,6.85,A
USGS,10338000,10/5/15,5.35,A
USGS,10338000,10/6/15,5.16,A
USGS,10338000,10/7/15,5.17,A
USGS,10338000,10/8/15,5.14,A
USGS,10338000,10/9/15,5,A
USGS,10338000,10/10/15,4.9,A
USGS,10338000,10/11/15,4.92,A
USGS,10338000,10/12/15,5.02,A
USGS,10338000,10/13/15,4.75,A
USGS,10338000,10/14/15,4,A
USGS,10338000,10/15/15,3.88,A
USGS,10338000,10/16/15,4.21,A
USGS,10338000,10/17/15,9.96,A
USGS,10338000,10/18/15,12.7,A
USGS,10338000,10/19/15,7.01,A
USGS,10338000,10/20/15,5.95,A
USGS,10338000,10/21/15,5.43,A
USGS,10338000,10/22/15,5.38,A
USGS,10338000,10/23/15,5.72,A
USGS,10338000,10/24/15,5.4,A
USGS,10338000,10/25/15,5.33,A
USGS,10338000,10/26/15,5.07,A
USGS,10338000,10/27/15,5.26,A
USGS,10338000,10/28/15,6.15,A
USGS,10338000,10/29/15,6.26,A
USGS,10338000,10/30/15,5.77,A
USGS,10338000,10/31/15,6.05,A
USGS,10338000,11/1/15,8.96,A
USGS,10338000,11/2/15,39,A
USGS,10338000,11/3/15,21.1,A
